source,concept,description
SQuAD Dataset,Yetişkin bir böceğin gelişiminde yer alan aşama serilerini belirtmek için verilen terim nedir?,nimf
SQuAD Dataset,En çeşitli böcekler neyle birleşti?,çiçekli bitkiler
SQuAD Dataset,Alternatif üçgenlerde yürümek ile karakterize edilen bir böceğin yürüyüşü için terim nedir?,tripedal
SQuAD Dataset,Coleoptera düzenindeki hangi böcek varyasyonu ışık yoluyla iletişim kurar?,Lampyridae
SQuAD Dataset,"Böcekler yürüyerek, uçarak hareket ederler ve başka ne olabilir?",yüzme
SQuAD Dataset,"Hangi böcekler yürür, uçar ve yüzer?",Yetişkin
SQuAD Dataset,Böcekler alternatif olarak neyi dolaşıyorlar?,üçgenler
SQuAD Dataset,Yunan dilinden ödünç alarak böcek için Latince terimini kim tanıttı?,Yaşlı Pliny
SQuAD Dataset,Bir böceğin vücudu kaç bölüme ayrılmış görünüyor?,üç
SQuAD Dataset,Hangi Yunan filozofu çentikli bedenlerine gönderme yaparak böcekleri tanımlamak için entomos terimini kullandı?,Aristo
SQuAD Dataset,Hangi yılda böcek kelimesinin ilk olarak İngilizce olarak belgelendiği bildirilmiştir?,1601
SQuAD Dataset,Böcekler kaç bölüme kesilir?,üç bölüm
SQuAD Dataset,"Kim bu yaşam sınıfına ""böcek"" adını verdi?",Aristo
SQuAD Dataset,"""Böcek"" kelimesi hangi yılda bir belgede yer aldı?",1601
SQuAD Dataset,"""Böcek"" kelimesinin Latince versiyonunu kim tanıttı?",Yaşlı Pliny
SQuAD Dataset,Bilinen en eski böcek fosili olduğuna inanılıyor mu?,Devonian Rhyniognatha hirsti
SQuAD Dataset,Tufts araştırmacılarının hangi yıl içinde uçan bir böceğin bilinen en eski izlenim olduğuna inanılan şeyi ortaya çıkardığı bildirildi?,2008
SQuAD Dataset,Dicondylic mandible hangi tür böceklerle ilişkilidir?,kanatlı
SQuAD Dataset,Bir üniversite ilkel bir uçan neyi keşfetti?,böcek
SQuAD Dataset,Üniversite tarafından bulunan ilkel katlı böcek kaç yaşındadır?,300 milyon yıllık
SQuAD Dataset,"Karbonifer'e ek olarak, mevcut gruplar, kök gruplar ve Paleozoik gruplar da dahil olmak üzere başka hangi böcek düzeni vardır?",Erken Permiyen
SQuAD Dataset,Hangi maddenin yüksek seviyeleri muhtemelen devasa fenomene katkıda bulundu?,oksijen
SQuAD Dataset,Kaç milyon yıl önce Permiyen döneminin başladığına inanılıyor?,270
SQuAD Dataset,Geç Caboniferous ve Erken Dönem Ne tür emirler?,böcek siparişleri
SQuAD Dataset,Böcek emirleri her ikisini de içerir?,mevcut gruplar
SQuAD Dataset,Ne tür dev böcek formunda kanatlar vardı?,yusufçuk benzeri formlar
SQuAD Dataset,Bitkiler böceklere tepki olarak adaptif olarak ne tür bir evrim geçirdi?,kimyasal
SQuAD Dataset,"Birçok böcek, yırtıcı hayvanlardan kendini savunmada adaptif olarak ne kullanır?",bitki toksinleri
SQuAD Dataset,Toksisite bazen böcekler tarafından bir uyarı olarak nasıl görülebilir?,renkler
SQuAD Dataset,Bitkilerin ve böceklerin birlikte evrimini gösteren karşılıklı yarar sağlayan bir sürece örnek nedir?,tozlaşma
SQuAD Dataset,Başlıca seçim ajanları nelerdi?,bitkiler
SQuAD Dataset,Bitkiler sonunda böceklere karşı ne oluşturdu?,kimyasal savunma
SQuAD Dataset,Böcekler neye karşı koruma mekanizmaları oluşturdular?,bitki toksinleri
SQuAD Dataset,Böcekler ne tür renklerle ne kadar toksik olduklarını gösteriyor?,uyarı renkleri
SQuAD Dataset,Kanatsız böcek sınıfı için terim nedir?,kanatsız böcekler
SQuAD Dataset,Monocondylia'da hangi grup böcekler esas olarak çene kemiğinin şekli nedeniyle kapsayıcıdır?,Archaeognatha
SQuAD Dataset,Thysanura ve Pterygota'nın ait olduğu kolektif grup nedir?,Dicondylia
SQuAD Dataset,Bir Apterygots'un kanatları var mı yoksa kanatsız mı?,kanatsız
SQuAD Dataset,Thysanura ve Pterygota nedir?,Dicondylia
SQuAD Dataset,Morfoloji temelli ve görünüş temelli ne olarak bilinir?,sistematik
SQuAD Dataset,Hexapoda hangi sınıfta?,üst sınıf
SQuAD Dataset,Üst sınıfta kaç grup tanımlanır?,dört grup
SQuAD Dataset,Paleoptera ve Neoptera ne tür böcek emirleri?,kanatlı
SQuAD Dataset,Böceğin kanatları ne üzerinde düz katlanır?,karın
SQuAD Dataset,Paraneopter ve Endopterygota yakından nelerdir?,ilişkili
SQuAD Dataset,Parafitik olma ihtimali nedir?,Exopterygota
SQuAD Dataset,Strepsiptera ve Diptera birlikte gruplandırılmış ne denir?,Halteria
SQuAD Dataset,Bir taksonomist tarafından ne bölünür veya toplanır?,Neuropterida
SQuAD Dataset,Böcek türleri içindeki gerçek çeşitlilik ne kalır?,belirsiz
SQuAD Dataset,Böceklerin vücutları ne tarafından desteklenir?,dış iskelet
SQuAD Dataset,Bir böceğin vücudu ne tür birimlere bölünür?,birbirine bağlı
SQuAD Dataset,"Böceklere kafa, boğaz ve karın adı verilir?",tagmata
SQuAD Dataset,Tepe noktası genellikle ne tür gözler arasında bulunur?,bileşik
SQuAD Dataset,Trombozda kaç bölüm var?,üç bölüm
SQuAD Dataset,"Prothrorax, böceğin hangi segmentidir?",ön
SQuAD Dataset,Plevra kaç yan bölgeden yapılır?,iki
SQuAD Dataset,Karın torakstan daha az güçlüdür ve ne?,kafa
SQuAD Dataset,Böceğin dış iskeleti ne olarak bilinir?,kütikül
SQuAD Dataset,Kütikülün kaç katmanı var?,iki
SQuAD Dataset,Hangi kütikül daha sonra balmumu gibidir?,epikutikül
SQuAD Dataset,Epikutikül neyden oluşmuyor?,kitin
SQuAD Dataset,Procuticle epikutikülden daha ince veya daha kalın mı?,kalın
SQuAD Dataset,Böcekler ne tür bir omur olarak da bilinir?,omurgasızlar
SQuAD Dataset,Böcekler ne tür aktif yetenekler geliştirdiler?,uçuş
SQuAD Dataset,Aktif uçuş yeteneği böcekler için ne tür bir rol oynadı?,önemli
SQuAD Dataset,Böceklerin kasları neye bağlıdır?,dış iskelet
SQuAD Dataset,Torasik segmentin her iki yanında neler var?,ganglion
SQuAD Dataset,Torasik segmentin her iki tarafında kaç gangliyon vardır?,bir
SQuAD Dataset,Ganglia neye bağlı?,bir çift
SQuAD Dataset,Bir segmentte kaç çift gangliyon var?,bir çift
SQuAD Dataset,Bir böcek üzerindeki başka hangi konum gangliyonda bulunur?,karın
SQuAD Dataset,Kaç böcek nosiseptör var?,birkaç
SQuAD Dataset,Ağrıyı tespit eden ve ileten hücrelere ne denir?,nosiseptörler
SQuAD Dataset,Nosiseptörler ne zaman keşfedildi?,2003
SQuAD Dataset,Larvalar hangi proba tepki gösterdi?,ısıtılmış prob
SQuAD Dataset,Tükürük akvaryumu nerede bulunur?,hipofarenksin arkasında
SQuAD Dataset,Bir böceğin sindirimi nerede olur?,Bağırsak
SQuAD Dataset,Mesenteron için başka bir isim nedir?,orta bağırsak
SQuAD Dataset,Nereden ayrıldıktan sonra yiyecekler midgut'a giriyor?,mahsul
SQuAD Dataset,Böceklerin sindiriminin çoğu nerede olur?,mesenteron
SQuAD Dataset,Ne tür gıda partiküllerinde ürik asit vardır?,sindirilmemiş
SQuAD Dataset,Dışkı topakları ne tür asit oluşturur?,ürik asit
SQuAD Dataset,Bir böcek rektumu ne kadar su emer?,% 90
SQuAD Dataset,Bir böcek kuru peleti nereden atılır?,anüs
SQuAD Dataset,Dişi bir böceğin üreme sistemi içindeki parçaları birleştiren nedir?,kanallar
SQuAD Dataset,Erkek üreme sistemine ne denir?,testis
SQuAD Dataset,Trakea nerede bulunur?,vücut boşluğu
SQuAD Dataset,Erkek testislerin içinde neler var?,sperm tüpleri
SQuAD Dataset,Bir erkek böceğin üreme sisteminin içindeki foliküller neye bağlanır?,vas deferens
SQuAD Dataset,Böcekler için solunum ne olmadan olur?,akciğer
SQuAD Dataset,Böceğin solunum sistemi keseleri içerir ve başka ne var?,iç tüpler
SQuAD Dataset,Bir böceğin solunum sistemi yoluyla yayılan veya aktif olarak pompalanan nedir?,gazlar
SQuAD Dataset,Bir böceğin solunum sistemindeki dokulara ne verilir?,oksijen
SQuAD Dataset,Böcek dinlendiğinde karbondioksit hangi gaz değişimlerini serbest bırakır?,süreksiz gaz değişimi
SQuAD Dataset,Döllenme ve yumurtanın içinde başka neler olur?,gelişme
SQuAD Dataset,Koryon ne için başka bir kelime?,kabuk
SQuAD Dataset,Polimofizm gelişimsel ve üreme nedir?,varyasyonlar
SQuAD Dataset,Genellikle bir partenogenez formunda neler olur?,yaprak bitleri
SQuAD Dataset,Aphis'in aseksüel ve cinsel neleri var?,üreme
SQuAD Dataset,Aphis genellikle kadındır ve yaz aylarında başka ne var?,partenogenetik
SQuAD Dataset,Hemimetabolous böcekler hızlı mı yoksa yavaş yavaş mı değişiyor?,kademeli olarak
SQuAD Dataset,Ne büyüdüklerinde böcek eriyor?,dış iskelet
SQuAD Dataset,Tam metamorfozda kaç aşama olur?,dört aşama
SQuAD Dataset,Yumurta için başka bir kelime nedir?,embriyo
SQuAD Dataset,Imago nedir?,yetişkin
SQuAD Dataset,Tam metamorfoza uğrayan bir böcek örneğini adlandırın?,Kelebekler
SQuAD Dataset,Böceklerin ne tür uzmanlaşmış organları vardır?,algı
SQuAD Dataset,Hangi böcek ilkel sayılar gösterir?,yalnız eşekarısı
SQuAD Dataset,Yalnız bir yaban arısı ne tür türleri avlar?,tek
SQuAD Dataset,Erkek yalnız yabanarısı dişi yalnız yaban arısından daha mı büyüktür?,daha küçük
SQuAD Dataset,Colleobola'nın başka adı nedir?,Onychiuridae
SQuAD Dataset,Phengodidae hangi böcek ailesinin partisi?,böcek
SQuAD Dataset,Böceklerin çoğu karanlığı algılayabilir ve başka ne olabilir?,ışık
SQuAD Dataset,Böceklerin çoğu ne tür bir vizyona sahiptir?,akut
SQuAD Dataset,Böcekler ne tür bir hareket fark eder?,dakika
SQuAD Dataset,"Birçok böcek görünür ışığı, ultraviyole ve başka ne tür ışığı görebilir?",kızılötesi
SQuAD Dataset,Böcekler neyi hissedebilir?,sesleri
SQuAD Dataset,Böcek sesleri ne tür bir eylemden gelir?,mekanik
SQuAD Dataset,Böceklerin ses çıkarmasına izin veren şeyin mekanik hareketi?,uzantılar
SQuAD Dataset,Güveler ne tür tıklama sesleri yaratır?,ultrasonik
SQuAD Dataset,Coleoptera hangi ses seviyesini üretiyor?,düşük
SQuAD Dataset,Düşük böcek sesleri böcek ne tarafından yapılır?,hareket
SQuAD Dataset,Ne ile düşük böcek sesleri duyulabilir?,mikroskobik stridülatör yapılar
SQuAD Dataset,Böcek hareket sesleri uyarmak ve diğer böceklerle ne yapmak için kullanılır?,iletişim kurmak
SQuAD Dataset,Corixids ne tür seslerle iletişim kurabilir?,su altı
SQuAD Dataset,Böcekler tarafından aynı türün üyeleriyle iletişim kurmak için ne kullanılır?,titreşimler
SQuAD Dataset,Titreşimler aynı türün üyeleriyle iletişim kurmak için kullanılır ve başka hangi türler?,farklı türler
SQuAD Dataset,Hangi böceklerin aynı türden erkekleri çekmek için bir şarkısı vardır?,Nezara viridula
SQuAD Dataset,Kimyasal uyaranlar neyin aktivitesini düzenleyen sinyallerdir?,bir hücre
SQuAD Dataset,"Termitler, arılar, eşekarısı ve sosyal böcekler başka hangi böceklerdir?",karıncalar
SQuAD Dataset,Sosyal böcek için başka bir terim nedir?,eusosyal hayvan
SQuAD Dataset,Sosyal böcekler iyi organize ne yaşıyor?,koloniler
SQuAD Dataset,"Uzaysal yönlendirme / hedef arama, bir böceğin kaç tane arasında belirli bir deliğe dönmesine izin verir?",binlerce
SQuAD Dataset,Eusocial böcekleri yavruları için tam zamanlı mı yoksa yarı zamanlı mı yiyecek sağlıyor?,tam zamanlı
SQuAD Dataset,Eusocial böcekleri ne korur?,yumurtalar
SQuAD Dataset,Eusocial böcekleri ne inşa eder?,yuva
SQuAD Dataset,"Çoğu eusosyal böcek, bir zamanlar yetişkin olan ne tür bir yaşam sürüyor?",kısa
SQuAD Dataset,Yetişkin bir eusocial böcek ne ile temasa geçmez?,büyüyen yavrular
SQuAD Dataset,Böcekler neye dönüşen tek omurgasızlardır?,uçuş
SQuAD Dataset,Böceğin hangi kısmı tartışmaya açıldı?,kanatlar
SQuAD Dataset,"Epikoksal teori, böcek kanatlarının ne değiştirildiğini gösteriyor?",epikoksal çıkışlar
SQuAD Dataset,Yetişkin böceklerin kaç bacağı vardır?,altı
SQuAD Dataset,Çoğu yetişkin böcek ne tür yürüyüşü benimsemiştir?,tripedal
SQuAD Dataset,Tripedal yürüyüş ne tür bir yürüyüşe izin verir?,hızlı
SQuAD Dataset,Baston böcekler için başka bir isim nedir?,Phasmatodea
SQuAD Dataset,Su hırsızları hangi böcek ailesinin bir parçasıdır?,Gerridae
SQuAD Dataset,Su böceklerinin bacakları ne tür yapıdadır?,kürek benzeri
SQuAD Dataset,Yusufçuklar ne tür bir itiş kullanır?,jet
SQuAD Dataset,Böceklerin çevre ile nasıl etkileşime girdiğini öğrenmeye ne denir?,Böcek ekolojisi
SQuAD Dataset,Çevre için başka bir terim nedir?,ekosistem
SQuAD Dataset,Böcekler ekosistemlerinde nasıl bir rol oynar?,önemli
SQuAD Dataset,Böcekler ne tür gömülere girerler?,gübre
SQuAD Dataset,Böceklerin hayatta kalabilmesi için önemli bir savunma stratejisi nedir?,Kamuflaj
SQuAD Dataset,Koruyucu renklendirme hangi böcek ailesinde yaygındır?,böcek
SQuAD Dataset,Chrysomelidae nedir?,yaprak böcekleri
SQuAD Dataset,Bir böcek ne tür bir gübreye benzeyebilir?,kuş gübresi
SQuAD Dataset,"Taklit, başka hangi strateji çocuğudur?",savunma
SQuAD Dataset,Taklit potansiyel düşmanlara ne yapmak için kullanılır?,aldatmak
SQuAD Dataset,Longhorn böcekleri diğer böceklere benzer mi?,eşekarısı
SQuAD Dataset,Coleoptera türlerinde ne tür bir savunma bulunur?,Kimyasal
SQuAD Dataset,Monarch kelebeği tarafından hangi kimyasal savunma kullanılır?,parlak renkler
SQuAD Dataset,Bazı böcekler karnından ne püskürtebilir?,kimyasallar
SQuAD Dataset,Polen taşımak için neler gerekir?,bir hayvan
SQuAD Dataset,Tozlaşma karşılığında böcekler ne alır?,enerji zengini nektar
SQuAD Dataset,Sadece bir tür tozlaştırıcıya izin veren çiçeklere ne denir?,tozlaşma sendromları
SQuAD Dataset,Bitler ve yatak böcekleri ne tür böcek olarak kabul edilir?,parazit
SQuAD Dataset,Sinekler ve başka hangi böcek hastalıkları bulaşır?,sivrisinekler
SQuAD Dataset,Mimari yapılara ne tür böcekler zarar verebilir?,termitler
SQuAD Dataset,Birçok böcek çevreye nelerdir?,yararlı
SQuAD Dataset,Böcekler bitkilerden ne toplar?,nektar
SQuAD Dataset,Böcekler ne gibi önemli roller oynar?,biyolojik araştırma
SQuAD Dataset,Araştırma amacıyla kullanılan ortak böcek nedir?,meyve sineği Drosophila melanogaster
SQuAD Dataset,Sinek genomunun yüzde kaçı insan genomuna benzer,% 70
SQuAD Dataset,Drosophila ne tür bir bağlantıda ilkelerin geliştirilmesine yardımcı oldu?,genetik
SQuAD Dataset,Genetik sistemler nelerden korunur?,ökaryotlar
SQuAD Dataset,Böcekler ne tür protein içeriğine sahiptir?,yüksek
SQuAD Dataset,Hangi eski dünya böcekleri sembolik olarak kabul edilir?,Bokböceği böcekleri
SQuAD Dataset,Witchety kurtçukları hangi ülkede kişisel klan totemleri olarak hizmet eder?,Avustralya
SQuAD Dataset,Avustralya Aborjinleri arasında ne tür karıncalar semboliktir?,bal karıncaları
SQuAD Dataset,Bütün yaşayan insanlar neye aittir?,aynı türler
SQuAD Dataset,Tüm insanlar hangi türlerdir?,Homo sapiens
SQuAD Dataset,Yarışın kimler arasında taksonomik bir önemi yoktur?,insanlar
SQuAD Dataset,Dünyanın dört bir yanındaki bilim adamları yarışı kavramsallaştırmaya nasıl devam ediyor?,çok farklı şekillerde
SQuAD Dataset,Ne tür bir grup biyolojik olarak tanımlanamaz?,ırk
SQuAD Dataset,Günlük kullanımda ne tür bir sınıflandırma sadece sosyal bir yapı olduğu konusunda geniş bir mutabakat var mı?,ırk
SQuAD Dataset,Bazı insanlar ırksal kategorilerle açık bir şekilde ilişkili olduğunu iddia ediyorlar mı?,biyolojik özellikler
SQuAD Dataset,Bazı genetik belirteçler hangi popülasyonlar arasında değişken frekanslara sahiptir?,insan
SQuAD Dataset,Ayrımcılık genellikle ne ile eşleştirilir?,ırkçı zihniyetler
SQuAD Dataset,Daha az güce sahip gruplar genellikle kendilerini ne bulur?,dışlanmış veya ezilmiş
SQuAD Dataset,Kölelik ve soykırım gibi trajik olayların çoğuna ne sebep oldu?,Irkçılık
SQuAD Dataset,Bazı ülkelerdeki kolluk kuvvetleri şüphelileri belirlemek için ne kullanıyor?,yarış
SQuAD Dataset,Toplumsal eşitsizliği incelerken ırk kimin önemli bir faktörü olabilir?,sosyal bilimciler
SQuAD Dataset,Farklı insan grupları arasındaki gözlemlenebilir fark hakkında kim spekülasyon yaptı?,Avrupalılar
SQuAD Dataset,Blumenbach'ın tezi hangi yıl yayınlandı?,1775
SQuAD Dataset,Irk ideolojisine göre ırklar neydi?,"ilkel, doğal, kalıcı ve farklı"
SQuAD Dataset,Hangi grup Avrupalılardan daha düşük olarak tanımlandı?,Negros
SQuAD Dataset,Afrikalıların doğal olmayan cinsel iştahını özellikle kim kaydetti?,Thomas Jefferson
SQuAD Dataset,Edward Long ve Charles White hangi ülkede poligenizm inancını savundular?,İngiltere
SQuAD Dataset,Bugün yaşayan tüm insanlar hangi türlere aittir?,Homo sapiens
SQuAD Dataset,Homo habilis'in Doğu Afrika'da evrimleşmesi ne zaman teorize edilir?,2 milyon yıl önce
SQuAD Dataset,Kaç milyon yıl önce Homo erectus Avrupa ve Asya'ya yayılmıştı?,1.5
SQuAD Dataset,Nispeten kısa sürede hangi türlerin Afrika'nın bir bölümünü doldurduğunu?,Homo habilis
SQuAD Dataset,Arkaik Homo sapiens hangi gruptan evrimleşmiş olabilir?,Afrika Homo erectus
SQuAD Dataset,Biyolojik olarak farklı ırkların izomorfik olduğu inancını kim öğretti ve kabul etti?,birçok antropolog
SQuAD Dataset,Nazi öjeni programının ırkçı özcülük üzerinde nasıl bir etkisi oldu?,yaygın popülaritesini kaybetti
SQuAD Dataset,Batı'daki birçok modern antropolog ırksal atamayı nasıl görmeye başladı?,geçersiz
SQuAD Dataset,Hangi sınıf araştırmacıların şaşırtıcı bir şekilde genel kabul görmüş bir nüfus kavramı yoktur?,biyologlar
SQuAD Dataset,Hem ekolojik hem de evrimsel tanım değiştiriciler nelerdir?,paradigma
SQuAD Dataset,Organizmaların alttür olarak görülmek için ölçülebilir bir seviyesi ne olmalıdır?,fark
SQuAD Dataset,Alt türleri yüzde yetmiş beş kural ile tanımlamayı kim önerdi?,Dean Amadon
SQuAD Dataset,Dean Amadon teklifini hangi yıl yaptı?,1949
SQuAD Dataset,"% 75 kuralı, belirli bir karakter kümesi için bir popülasyonun ne kadarının diğer popülasyon aralığının dışında olması gerektiğini belirtir?",% 99
SQuAD Dataset,Sewall Wright insan nüfusu hakkında ne zaman öneride bulundu?,1978
SQuAD Dataset,Dünyanın farklı bölgelerinde uzun süre yaşayan nüfus nasıl düşünülmelidir?,farklı alt türler
SQuAD Dataset,Kladistikler yöntemi nedir?,sınıflandırma
SQuAD Dataset,Taksonomik bir grup olan klon nedir?,organizmalar
SQuAD Dataset,Bir klanın kaç ortak atası var?,tek
SQuAD Dataset,Taksonomistler bir popülasyonu dikkate alırken hangi analiz yöntemlerini kullanmayı severler?,filogenetik
SQuAD Dataset,Allopatrik popülasyonlar nasıl ayrılır?,coğrafi olarak
SQuAD Dataset,Ortak evrimsel ata nüfusu olan bir gruba ne denir?,bir klan
SQuAD Dataset,2003 yılında kim tüm kladların tanımı gereği monofilik gruplar olduğunu savundu?,Rachel Caspari
SQuAD Dataset,"Lieberman ve Jackon, kavramları desteklemek için kladistikleri kullanarak ne gibi derin problemler buldular?",yarış
SQuAD Dataset,"DNA analizinden önce çeşitli Doğu Hintliler, Kuzey Afrikalılar ve Avrupalılar grubu ne şekilde gruplandırılır?",Kafkasyalılar
SQuAD Dataset,Irk olarak adlandırılabilecek varyasyon nedir?,paketler
SQuAD Dataset,Varyasyonlar neden kümelere dağıtılır?,mesafeye göre izolasyon
SQuAD Dataset,Frank Livingstone'un mesleği nedir?,antropolog
SQuAD Dataset,"Yarış farkı kolayca görmek mümkün olsa da, onlara ne verilmesine gerek yoktur?",etiketler
SQuAD Dataset,Her iki yönde ekvatordan uzaklaştıkça hangi gen dağılımı azalır?,melanin
SQuAD Dataset,İnsanlarda hafif cildin görünümünü kısmen açıklayan nedir?,mutasyon
SQuAD Dataset,Bilim adamları hangi mutasyonu keşfettiler?,cilt aydınlatma
SQuAD Dataset,Doğu Asyalılar nispeten açık tenleri için ne teşekkür etmelidir?,farklı mutasyonlar
SQuAD Dataset,Özellikler ve gen frekansları her zaman ne tür bir konuma karşılık gelmez?,coğrafi
SQuAD Dataset,Coop ve diğerleri seçilen bir alel hakkında ne zaman bir şey öğrendiler?,2009
SQuAD Dataset,Küresel dağılımlar kaç büyük coğrafi kalıba giriyor?,üç
SQuAD Dataset,Fiziksel farklılıklar yerine gruplar arasındaki farklılıklara bakmak için ne kullanılabilir?,genetik farklılıklar
SQuAD Dataset,William C. Boyd kimdi?,20. yüzyılın ortalarında antropolog
SQuAD Dataset,Sewall Wright bir ölçüm yöntemi neyi geliştirdi?,popülasyonlar arasındaki genetik farklılıklar
SQuAD Dataset,Wright'ın yöntemi neydi?,Fiksasyon indeksi
SQuAD Dataset,İnsanlar için sıklıkla belirtilen FST nedir?,0.15
SQuAD Dataset,"İnsan grubu varyasyonu, diğer hangi türlerde gözlemlenen varyasyona benzer?",memeli
SQuAD Dataset,Kıta popülasyonları arasında ne kadar insan varyasyonu meydana geliyor?,% 5
SQuAD Dataset,Bazı çalışmalarda FST değerleri ne kadar düşük bulunmuştur?,0.1
SQuAD Dataset,FST'nin alttür statüsünün belirteci olarak kullanılmaması gerektiğini düşünen kişinin adı nedir?,Graves
SQuAD Dataset,2003 yılında hangi iki araştırmacı FST'nin insan popülasyonlarına uygulanması konusunda uzun bir eleştiri verdi?,Jeffrey Long ve Rick Kittles
SQuAD Dataset,Genetik kümelerin alındığı gruplar birbirlerinden nerede yaşandı?,aşırı coğrafi mesafeler
SQuAD Dataset,Gruplarda benzersiz küme kalıpları bulma olasılığını en üst düzeye çıkarabilecek düşünce neydi?,büyük coğrafi mesafeler
SQuAD Dataset,Son zamanlarda hangi insan faaliyeti hızlandı?,göç
SQuAD Dataset,İnsan göçü bu tür bir akışı hızlandırma eğilimindedir?,gen
SQuAD Dataset,"Farklı gruplardan rastgele seçilen insanlar, kendi üyelerine nazaran birbirlerine daha benzer olabilirler.",küme
SQuAD Dataset,Farklı gruplardan insanların birbirinden farklı olduklarını göstermek için kaç genetik markörün kullanılması gerekir?,binlerce
SQuAD Dataset,İnsanlar hangi popülasyonların üyelerine daha sık benziyor?,diğer popülasyonlar
SQuAD Dataset,"Eğer bir kıta grubu örneklenirse, kümeler ne olur?",kıta
SQuAD Dataset,Birçok sosyal bilimci ırk yerine hangi kelimeyi kullanıyor?,etnik köken
SQuAD Dataset,İnsan hakları hareketi ne zaman gerçekleşti?,1960'lar
SQuAD Dataset,Craig Venter ve Francis Collins hangi kuruluşla ilişkili?,Ulusal Sağlık Enstitüsü
SQuAD Dataset,İnsan genomunun haritalandığı duyurusu hangi yıl yapıldı?,2000
SQuAD Dataset,İnsan türündeki genetik çeşitlilik neyi desteklemiyor?,genetik olarak tanımlanmış ırk kavramı
SQuAD Dataset,Toplumsal bir yapı olmanın yarış teorisindeki zorluk nerede yayınlandı?,Amerikan İnsan Genetiği Dergisi
SQuAD Dataset,"Hangi ülkede ırk ""Biyoloji"" yapıldı?",Brezilya
SQuAD Dataset,Brezilya'da ırksal kimlik neyi yönetmiyordu?,katı iniş kuralı
SQuAD Dataset,Brazillian çocukları asla türüyle otomatik olarak tanımlanmadı mı?,ırk
SQuAD Dataset,Genotipi ne belirler?,soy
SQuAD Dataset,Tüm olası dış özellik kombinasyonlarıyla kaç ırksal kategoriye ihtiyaç duyulacak?,Bir düzineden fazla
SQuAD Dataset,Kategoriler birbirlerinden izole edilmek yerine hangi yollarla derecelendirilir?,spektrumun renkleri gibi
SQuAD Dataset,Irk kalıtım yerine neyi kastediyordu?,görünüm
SQuAD Dataset,Görünümün kötü bir göstergesi nedir?,soy
SQuAD Dataset,Irksal sınıflandırmalarda çok fazla karmaşıklık nerede bulunur?,Brezilya
SQuAD Dataset,Hangi kategorilerin akışkanlık yönü vardır?,ırk
SQuAD Dataset,Yüksek miktarlarda Amerindian ataları olan insanlar nelerdir?,caboclos
SQuAD Dataset,Avrupa kökenli% 60-65'ten daha azına sahip insanlar genellikle ne ile kümelenir?,Afro-Brezilyalılar
SQuAD Dataset,Afro-Brazillian DNA'nın yüzde kaçının Subsaharan Afrikalı olduğu bildiriliyor?,% 50
SQuAD Dataset,Daha tutarlı bir rapor düşünülmüş gibi daha fazla insan kendilerini rapor eder mi?,beyaz
SQuAD Dataset,Afrika kökenli yüksek kalitede insanlar kendilerini nasıl sınıflandırırlar?,karışık
SQuAD Dataset,2010 yılında Brezilya nüfusunun ne kadarı kendilerini af olarak bildirdi?,% 42.4
SQuAD Dataset,Brezilya nüfusunun Avrupa Y-DNA'sının yüzde kaçından daha fazla olduğu düşünülüyor?,% 95
SQuAD Dataset,Kabaca Brezilya'ya ithal edilen Afrikalı köle miktarı nedir?,3.5 milyon
SQuAD Dataset,Irk ve etnik köken terimlerini birbirinin yerine kim kullanır?,Avrupa Birliği
SQuAD Dataset,"Irk, ne tür hükümetlerin yasalarıyla güçlü bir şekilde ilişkilidir?",Faşist
SQuAD Dataset,"Avrupa Parlamentosu hangi yılda tüm resmi metinlerden ""ırkı"" kaldırmak için bir karar aldı?",1996
SQuAD Dataset,İnsanların biyolojik olarak farklı ırklara ayrılabileceği fikrine dayanan nedir?,Irksal köken kavramı
SQuAD Dataset,"Yasa, birisine neyin gerekçesiyle daha az olumlu davrandığı durumları cezalandırır?",yarış
SQuAD Dataset,Farklı gruplar arasındaki karıştırmayı izleme çabaları neye yol açtı?,kategorilerin çoğalması
SQuAD Dataset,Karışık ırk gruplarına üyelik kriterleri ne zaman ayrıştı?,19. yüzyılın sonlarında
SQuAD Dataset,Yaygın olarak kullanılan yarış konsepti kimdir?,Çinli antropologlar
SQuAD Dataset,"Çin'deki akademisyenler, Amerikalı meslektaşlarının olmadığı konusunda kullanmaya teşvik ediliyorlar mı?",ırksal kategoriler
SQuAD Dataset,"Kaszycka, Eureopean antropolistlerinin biyolojik ırk kavramına ilişkin görüşlerini hangi yıllarda inceledi?",2002-2003
SQuAD Dataset,Batı Avrupa'da eğitim gören insanlar Doğu Avrupa'da eğitim görenlerden daha sık ne reddetti?,yarış
SQuAD Dataset,Irk hakkındaki görüşler nasıl etkilenir?,ideolojik
SQuAD Dataset,Bazı çalışmalar ırk kelimesini anlamında ne kullanıyor?,taksonomik
SQuAD Dataset,Tamamen kaçan şey nedir?,ırk kavramı
SQuAD Dataset,Daha az sorunlu bir analiz birimi nedir?,nüfus kavramı
SQuAD Dataset,Eduardo Bonilla-Silver bir Sosyoloji profesörü nerede?,Duke Üniversitesi
SQuAD Dataset,Bonilla-Silva ırkçılığın her şeyden daha fazla olduğunu iddia ediyor?,grup gücü
SQuAD Dataset,Bonilla-Silva baskın ırk grubunun kim olduğunu düşünüyor?,beyazlar
